Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
237,David Parry\ParrDa00,IND,24,NT,16,16,,,,,,,,,,,3.0,34,13,
238,Bradley Roby\RobyBr00,DEN,24,cb/lcb,16,4,2,102,2,51,8,1,0,0,0,0,1.0,34,5,
239,Da'Norris Searcy\SearDa00,TEN,28,s/SS,14,14,1,0,0,0,6,0,0,1,0,0,,34,5,
240,Brandon Williams\WillBr02,BAL,27,NT,16,16,0,0,0,0,1,,,,,,1.0,34,17,
241,Antwon Blake\BlakAn00,TEN,26,cb,16,1,0,0,0,0,5,,,,,,,33,5,
242,Troy Hill\HillTr01,LAR,25,cb/rcb,12,4,0,0,0,0,2,,,,,,,33,5,
243,Jeremy Lane\LaneJe00,SEA,26,cb/rcb,16,9,0,0,0,0,3,,,,,,,33,13,
244,Tyrann Mathieu\MathTy00,ARI,24,FS,10,10,1,9,0,5,4,1,0,0,0,0,1.0,33,2,
245,Terence Newman\NewmTe20,MIN,38,LCB,15,9,1,0,0,0,8,,,,,,,33,5,
246,Damarious Randall\RandDa00,GNB,24,LCB,10,9,3,91,0,44,9,,,,,,,33,4,
247,Shane Ray\RayxSh00,DEN,23,LB,16,8,,,,,,1,0,2,18,1,8.0,33,15,
248,Sean Smith\SmitSe99,OAK,29,lcb/RCB,15,15,2,27,0,27,11,,,,,,,33,7,
249,J.J. Wilcox\WilcJ.00,DAL,25,ss,13,4,1,8,0,8,6,1,0,0,0,0,,33,12,
250,Muhammad Wilkerson\WilkMu00,NYJ,27,,15,14,0,0,0,0,3,1,0,0,0,0,4.5,33,25,
251,Vic Beasley*+\BeasVi00,ATL,24,LB,16,12,0,0,0,0,1,6,0,1,21,1,15.5,32,7,
252,Jared Crick\CricJa00,DEN,27,DE,16,15,0,0,0,0,6,2,0,0,0,0,3.0,32,21,
253,Kendall Fuller\FullKe00,WAS,21,cb/de,13,6,0,0,0,0,2,,,,,,,32,8,
254,T.J. Green\GreeT.00,IND,21,fs/ss,15,4,0,0,0,0,2,,,,,,,32,11,
255,D.J. Hayden\HaydDJ00,OAK,26,cb/lcb,11,2,0,0,0,0,6,1,0,0,0,0,,32,5,
256,Danielle Hunter\HuntDa01,MIN,22,,16,0,0,0,0,0,1,1,0,1,24,1,12.5,32,22,1
257,Michael Johnson\JohnMi98,CIN,29,DE,16,16,0,0,0,0,3,,,,,,3.5,32,13,
258,Nick Kwiatkoski\KwiaNi00,CHI,23,lb,14,7,0,0,0,0,2,1,0,0,0,0,1.0,32,10,
259,Bobby McCain\McCaBo01,MIA,23,cb/db,16,8,1,0,0,0,6,1,0,0,0,0,1.0,32,12,
260,Leodis McKelvin\McKeLe99,PHI,31,CB,13,12,2,29,1,29,16,,,,,,,32,11,
261,Danny Shelton\ShelDa01,CLE,23,dt/NT,16,16,,,,,,,,,,,1.5,32,27,
262,John Simon\SimoJo01,HOU,26,lb,11,5,0,0,0,0,2,1,0,0,0,0,3.5,32,19,
263,Aqib Talib*+\TaliAq99,DEN,30,LCB,13,13,3,86,1,46,12,,,,,,,32,11,
264,Vince Williams\WillVi01,PIT,27,lilb,16,4,,,,,,,,,,,2.0,32,8,
265,Rafael Bush\BushRa00,DET,29,cb/fs/s/ss,16,4,2,39,1,39,3,,,,,,1.0,31,17,
266,Jurrell Casey*\CaseJu00,TEN,27,DT,15,15,0,0,0,0,5,,,,,,5.0,31,13,
267,Andre Hal\HalxAn00,HOU,24,FS,15,11,2,36,0,24,7,,,,,,1.0,31,15,
268,William Hayes\HayeWi99,LAR,31,DE,14,14,,,,,,,,,,,5.0,31,12,
269,Dont'a Hightower*\HighDo01,NWE,26,LB,13,13,0,0,0,0,2,1,0,0,0,0,2.5,31,34,1
270,Jerry Hughes\HughJe99,BUF,28,LB,16,15,0,0,0,0,3,1,0,0,0,0,6.0,31,17,
271,Cory James\JameCo00,OAK,23,mlb,16,5,,,,,,1,0,0,0,0,,31,8,
272,Reshad Jones\JoneRe99,MIA,28,s,6,6,1,17,0,17,4,,,,,,0.5,31,20,
273,Albert McClellan\McClAl00,BAL,30,LB,16,11,,,,,,,,,,,1.0,31,21,
274,Rontez Miles\MileRo00,NYJ,28,fs/ss,16,4,,,,,,2,0,0,0,0,,31,18,
275,Josh Shaw\ShawJo00,CIN,24,cb/DB/ss,16,12,1,0,0,0,3,,,,,,,31,16,
276,Erik Walden\WaldEr99,IND,31,LB,16,16,,,,,,3,0,0,0,0,11.0,31,11,
277,Andrew Adams\AdamAn01,NYG,24,FS,14,13,1,19,0,19,5,,,,,,,30,14,
278,Chris Baker\BakeCh99,WAS,29,DE,16,16,0,0,0,0,2,2,0,0,0,0,4.5,30,18,
279,Bryce Callahan\CallBr00,CHI,25,CB/db,11,10,0,0,0,0,5,,,,,,,30,1,
280,Ibraheim Campbell\CampIb00,CLE,24,ss,14,7,,,,,,,,,,,,30,13,
281,Carlos Dunlap*\DunlCa99,CIN,27,DE,16,16,0,0,0,0,15,3,0,0,0,0,8.0,30,19,
282,Jarvis Jones\JoneJa05,PIT,27,ROLB,14,9,1,20,0,20,3,2,0,1,0,0,1.0,30,13,
283,Derrick Kindred\KindDe00,CLE,23,db/ss,12,5,0,0,0,0,5,,,,,,,30,14,
284,Brice McCain\McCaBr99,TEN,30,CB/db,16,10,2,33,0,33,10,,,,,,,30,7,
285,Kawann Short\ShorKa00,CAR,27,RDT,16,16,0,0,0,0,3,1,0,0,0,0,6.0,30,25,
286,Kyle Van Noy\VanNKy00,2TM,25,,14,9,1,0,0,0,3,1,0,0,0,0,1.0,30,20,
287,Joey Bosa\BosaJo00,SDG,21,DE,12,11,,,,,,,,,,,10.5,29,12,
288,Nick Fairley\FairNi00,NOR,28,DT,16,16,,,,,,,,,,,6.5,29,14,
289,Johnathan Hankins\HankJo00,NYG,24,RDT,16,16,,,,,,1,0,0,0,0,3.0,29,14,
290,Xavien Howard\HowaXa00,MIA,23,cb,7,6,0,0,0,0,6,1,0,0,0,0,,29,11,
291,Kemal Ishmael\IshmKe00,ATL,24,lb/s,13,4,0,0,0,0,2,,,,,,,29,20,
292,Corey Liuget\LiugCo00,SDG,26,DT,16,16,0,0,0,0,3,0,0,1,0,0,,29,8,
293,Jimmy Smith\SmitJi03,BAL,28,RCB,11,11,0,0,0,0,4,,,,,,,29,3,
294,Marcus Williams\WillMa03,NYJ,25,cb/db,13,4,2,14,0,14,6,1,0,0,0,0,1.0,29,3,
295,Tyson Alualu\AluaTy99,JAX,29,DE,14,10,,,,,,1,0,0,0,0,2.5,28,8,
296,Jalen Collins\CollJa02,ATL,23,cb,8,6,2,37,0,37,10,,,,,,,28,3,
297,Darqueze Dennard\DennDa00,CIN,25,cb/db/lcb,15,3,0,0,0,0,1,,,,,,,28,13,
298,Malik Jackson\JackMa02,JAX,26,DT,16,16,0,0,0,0,4,0,0,1,0,0,6.5,28,5,
299,Emmanuel Ogbah\OgbaEm00,CLE,23,DE/lb,16,16,0,0,0,0,3,,,,,,6.0,28,25,
300,Daryl Smith\SmitDa24,TAM,34,LB/lt,16,12,1,-5,0,-5,1,0,0,1,0,0,,28,7,
301,Terrell Suggs\SuggTe99,BAL,34,de/LB,15,15,0,0,0,0,4,3,0,0,0,0,8.0,28,7,
302,Stephon Tuitt\TuitSt00,PIT,23,DE/nt,14,14,0,0,0,0,3,2,0,0,0,0,4.0,28,9,
303,Tramon Williams\WillTr99,CLE,33,cb/db/ss,12,7,1,0,0,0,5,0,1,1,0,0,,28,8,
304,Frank Zombo\ZombFr00,KAN,29,lb/ROLB,16,11,0,0,0,0,2,1,0,0,0,0,1.0,28,11,
305,Andre Branch\BranAn00,MIA,27,DE,16,11,0,0,0,0,1,2,0,0,0,0,5.5,27,22,
306,Darius Butler\ButlDa99,IND,30,cb/fs,12,7,3,19,0,19,7,1,0,0,0,0,,27,6,
307,Fletcher Cox*\CoxxFl00,PHI,26,DT,16,16,0,0,0,0,2,1,0,1,0,0,6.5,27,16,
308,Darryl Morris\MorrDa01,IND,26,db/lcb,12,2,1,0,0,0,6,,,,,,,27,7,
309,Antonio Morrison\MorrAn01,IND,22,mlb,16,4,,,,,,,,,,,,27,18,
310,Trent Murphy\MurpTr00,WAS,26,,16,0,0,0,0,0,1,3,0,1,7,0,9.0,27,19,
311,Jordan Poyer\PoyeJo00,CLE,25,fs,6,6,0,0,0,0,2,,,,,,,27,9,
312,Ed Reynolds\ReynEd00,CLE,25,fs/s,10,7,0,0,0,0,1,,,,,,1.0,27,13,
313,Nickell Robey-Coleman\RobeNi00,BUF,24,db,16,3,2,44,1,41,7,1,0,1,36,1,,27,3,
314,Kelvin Sheppard\ShepKe00,NYG,28,MLB,16,11,0,0,0,0,2,,,,,,,27,20,
315,Michael Thomas\ThomMi02,MIA,27,cb/lb/s,16,8,0,0,0,0,1,2,0,1,27,0,1.0,27,12,
316,Alan Branch\BranAl99,NWE,32,de/DT,16,15,0,0,0,0,3,,,,,,1.5,26,23,
317,Josh Bynes\ByneJo00,DET,27,LB,9,8,0,0,0,0,3,,,,,,,26,12,
318,Chad Greenway\GreeCh99,MIN,33,LB,16,9,1,17,0,17,1,,,,,,,26,15,
319,Abry Jones\JoneAb00,JAX,25,DT,15,9,0,0,0,0,1,,,,,,,26,6,
320,Ryan Kerrigan*\KerrRy00,WAS,28,LB,16,16,0,0,0,0,2,2,0,0,0,0,11.0,26,7,
321,Jamie Meder\MedeJa00,CLE,25,DE/dt,16,15,0,0,0,0,1,,,,,,1.0,26,22,
322,Jerraud Powers\PoweJe99,BAL,29,cb/db,13,6,2,1,0,1,5,,,,,,1.0,26,7,
323,Justin Bethel\BethJu00,ARI,26,cb/db,16,3,1,66,1,66,6,1,0,1,0,0,,25,1,
324,Frank Clark\ClarFr01,SEA,23,de,15,5,0,0,0,0,1,2,0,1,27,0,10.0,25,22,
325,Mike Daniels\DaniMi00,GNB,27,DT/nt,16,16,0,0,0,0,1,0,0,1,0,0,4.0,25,8,
326,Dee Ford\FordDe00,KAN,25,LOLB/rolb,15,14,0,0,0,0,2,1,0,0,0,0,10.0,25,13,
327,Rashad Johnson\JohnRa98,TEN,30,fs,14,7,0,0,0,0,1,1,0,0,0,0,,25,13,
328,Gerald McCoy*\McCoGe99,TAM,28,DT,15,15,0,0,0,0,5,2,0,2,0,0,6.5,25,9,
329,Clinton McDonald\McDoCl99,TAM,29,DT,12,12,,,,,,,,,,,3.5,25,11,
330,Bacarri Rambo\RambBa00,MIA,26,s,9,5,1,17,0,17,3,,,,,,,25,14,
331,Elandon Roberts\RobeEl00,NWE,22,lb,13,5,,,,,,1,0,0,0,0,,25,20,
332,Rashard Robinson\RobiRa00,SFO,21,rcb,14,6,1,0,0,0,8,,,,,,,25,3,
333,Ahtyba Rubin\RubiAh99,SEA,30,dt/LDT,16,16,0,0,0,0,1,3,0,0,0,0,1.0,25,14,
334,Desmond Trufant\TrufDe00,ATL,26,CB,9,9,1,9,0,9,4,2,0,0,0,0,2.0,25,5,
335,Michael Bennett*\BennMi99,SEA,31,DE,11,11,,,,,,,,,,,5.0,24,10,
336,NaVorro Bowman\BowmNa99,SFO,28,lb,4,4,1,0,0,0,2,1,0,0,0,0,1.0,24,11,
337,Tyvon Branch\BranTy99,ARI,30,db,7,5,0,0,0,0,4,,,,,,,24,3,
338,Malcom Brown\BrowMa01,NWE,22,DT,16,13,,,,,,1,0,0,0,0,3.0,24,26,1
339,Morris Claiborne\ClaiMo00,DAL,26,cb,7,7,1,27,0,27,5,0,0,1,0,0,,24,2,
340,Marcell Dareus\DareMa00,BUF,26,nt,8,7,0,0,0,0,1,,,,,,3.5,24,15,
341,Quinton Dial\DialQu00,SFO,26,nt/RDT,14,11,0,0,0,0,2,,,,,,,24,12,
342,Leger Douzable\DouzLe00,BUF,30,de/dt/nt,16,5,0,0,0,0,1,,,,,,1.5,24,19,
343,Justin Durant\DuraJu99,DAL,31,,13,0,0,0,0,0,3,,,,,,1.0,24,13,
344,Dominique Easley\EaslDo00,LAR,24,,16,0,0,0,0,0,1,2,0,0,0,0,3.5,24,11,
345,Brandon Flowers\FlowBr99,SDG,30,lcb,6,6,1,33,1,33,5,,,,,,,24,4,
346,Tamba Hali\HaliTa20,KAN,33,lolb/rolb,16,2,,,,,,0,0,1,0,0,3.5,24,10,
347,Anthony Harris\HarrAn01,MIN,24,fs/ss,16,3,0,0,0,0,1,0,0,1,0,0,,24,11,
348,Josh Mauro\MaurJo00,ARI,25,DT/nt,15,13,0,0,0,0,1,,,,,,,24,8,
349,Derrick Morgan\MorgDe99,TEN,27,LB,15,15,0,0,0,0,1,,,,,,9.0,24,9,
350,Adrian Phillips\PhilAd00,SDG,24,fs/ss,14,5,1,22,0,22,3,,,,,,,24,11,
351,Earl Thomas\ThomEa99,SEA,27,FS,11,11,2,5,0,5,10,0,0,1,34,1,,24,22,
352,B.W. Webb\WebbBW00,NOR,26,cb/db,14,7,1,7,0,7,11,,,,,,,24,3,
353,Will Blackmon\BlacWi20,WAS,32,fs,15,6,1,79,0,79,3,1,0,0,0,0,0.5,23,16,
354,Su'a Cravens\CravSu00,WAS,21,mlb/s,11,3,1,2,0,2,5,,,,,,1.0,23,10,
355,Quinton Dunbar\DunbQu00,WAS,24,cb,14,2,1,0,0,0,5,0,1,1,0,0,1.0,23,2,
356,Trey Flowers\FlowTr00,NWE,23,de,16,8,0,0,0,0,1,0,0,2,-3,0,7.0,23,22,
357,Leonard Floyd\FloyLe00,CHI,24,LB,12,12,0,0,0,0,2,1,0,1,0,1,7.0,23,10,1
358,Dante Fowler\FowlDa00,JAX,22,de,16,1,0,0,0,0,5,,,,,,4.0,23,9,
359,Jacoby Glenn\GlenJa01,CHI,23,cb,7,3,1,21,0,21,6,1,0,0,0,0,,23,3,
360,Michael Griffin\GrifMi99,CAR,31,fs/ss,13,6,,,,,,,,,,,,23,12,
361,Eli Harold\HaroEl00,SFO,22,LB/rolb,16,13,0,0,0,0,1,1,0,1,19,0,3.0,23,14,
362,Kerry Hyder\HydeKe01,DET,25,de,16,2,0,0,0,0,1,0,0,1,0,0,8.0,23,13,
363,Preston Smith\SmitPr00,WAS,24,LB,16,16,1,22,0,22,3,,,,,,5.0,23,16,
364,Damien Wilson\WilsDa02,DAL,23,lb,16,5,0,0,0,0,1,,,,,,0.5,23,7,
365,Mario Addison\AddiMa00,CAR,29,de,14,1,0,0,0,0,1,2,0,1,0,0,9.5,22,4,1
366,Jude Adjei-Barimah\AdjeJu00,TAM,,lb,10,1,0,0,0,0,2,1,0,0,0,0,2.0,22,0,
367,Denico Autry\AutrDe00,OAK,26,de/dt,16,7,0,0,0,0,2,0,0,2,0,0,3.0,22,7,
368,Duron Harmon\HarmDu00,NWE,25,db,16,4,1,0,0,0,2,1,0,1,0,0,,22,5,
369,Roman Harper\HarpRo21,NOR,34,s/ss,16,4,,,,,,,,,,,,22,3,
370,Jordan Jenkins\JenkJo01,NYJ,22,LB,14,11,0,0,0,0,2,1,0,1,0,0,2.5,22,17,
371,Leonard Johnson\JohnLe03,CAR,26,,10,0,0,0,0,0,1,,,,,,1.0,22,8,
372,Jason Jones\JoneJa99,MIA,30,de,14,5,0,0,0,0,2,0,0,1,0,0,3.5,22,14,
373,Chris Long\LongCh99,NWE,31,de,16,7,0,0,0,0,3,1,0,1,0,0,4.0,22,13,
374,A'Shawn Robinson\RobiAS00,DET,21,dt,16,5,0,0,0,0,7,,,,,,2.0,22,8,
375,Trevin Wade\WadeTr00,NYG,27,cb/lcb,16,2,0,0,0,0,3,0,0,2,11,1,,22,2,
376,Cameron Wake*\WakeCa00,MIA,34,DE,16,11,1,12,0,12,2,5,0,0,0,0,11.5,22,7,
377,Jaylen Watkins\WatkJa01,PHI,24,db/s,16,4,0,0,0,0,3,,,,,,,22,8,
378,Ezekiel Ansah\AnsaEz00,DET,27,DE,13,13,,,,,,,,,,,2.0,21,14,
379,Geno Atkins*\AtkiGe99,CIN,28,DT,16,16,,,,,,,,,,,9.0,21,11,
380,Robert Ayers\AyerRo99,TAM,31,DE,12,10,0,0,0,0,1,1,0,0,0,0,6.5,21,8,
381,Grady Jarrett\JarrGr00,ATL,23,DT,16,14,,,,,,0,0,1,0,0,3.0,21,27,
382,Terrell McClain\McClTe00,DAL,28,DT,15,15,,,,,,2,0,0,0,0,2.5,21,18,
383,Coty Sensabaugh\SensCo00,2TM,28,,13,2,,,,,,1,0,0,0,0,,21,3,
384,Devin Taylor\TaylDe00,DET,27,DE,16,16,0,0,0,0,1,1,0,0,0,0,4.5,21,7,1
385,Sean Weatherspoon\WeatSe99,ATL,29,lb,4,3,,,,,,,,,,,,21,6,
386,Corey White\WhitCo01,BUF,26,cb/s,15,4,2,0,0,0,4,,,,,,,21,7,
387,Trevor Williams\WillTr05,SDG,23,cb/lb/lcb,12,5,0,0,0,0,5,0,0,1,0,0,,21,2,
388,Willie Young\YounWi99,CHI,31,LB,16,12,0,0,0,0,2,1,0,0,0,0,7.5,21,17,
389,Nate Allen\AlleNa99,OAK,29,ss,14,4,2,5,0,4,3,,,,,,,20,6,
390,Cliff Avril*\AvriCl99,SEA,30,DE,16,16,0,0,0,0,3,5,0,0,0,0,11.5,20,19,
391,Shaquil Barrett\BarrSh00,DEN,24,,16,0,0,0,0,0,2,1,0,0,0,0,1.5,20,11,
392,Connor Barwin\BarwCo99,PHI,30,DE,16,16,0,0,0,0,2,1,0,0,0,0,5.0,20,14,
393,David Bruton\BrutDa99,WAS,29,ss,4,4,0,0,0,0,2,,,,,,1.0,20,7,
394,Glenn Dorsey\DorsGl99,SFO,31,nt/rdt,12,7,,,,,,,,,,,1.0,20,4,
395,Robert Golden\GoldRo00,PIT,26,ss,13,8,0,0,0,0,1,0,0,1,21,0,,20,12,
396,Letroy Guion\GuioLe99,GNB,29,de/NT,15,15,0,0,0,0,1,,,,,,,20,10,
397,Leon Hall\HallLe98,NYG,32,cb/db,12,2,1,29,0,29,2,1,0,0,0,0,2.0,20,10,
398,Justin Houston\HousJu00,KAN,27,lb/lolb,5,5,0,0,0,0,1,1,0,0,0,0,4.0,20,1,
399,Mychal Kendricks\KendMy00,PHI,26,LB,15,8,0,0,0,0,1,0,0,1,15,0,,20,8,
400,Paul Kruger\KrugPa99,NOR,30,DE,15,13,0,0,0,0,1,1,0,2,1,0,1.5,20,5,1
401,Clay Matthews\MattCl99,GNB,30,lb/lolb/rolb,12,9,0,0,0,0,3,1,0,0,0,0,5.0,20,4,
402,Kelcie McCray\McCrKe00,SEA,28,ss,16,4,0,0,0,0,1,,,,,,,20,15,
403,Tony McDaniel\McDaTo20,SEA,31,dt/rdt,16,11,0,0,0,0,3,0,0,1,0,0,,20,23,
404,Steve McLendon\McLeSt00,NYJ,30,,11,10,,,,,,1,0,0,0,0,3.5,20,8,
405,Yannick Ngakoue\NgakYa00,JAX,21,DE/lb,16,15,1,9,0,9,2,4,0,0,0,0,8.0,20,3,
406,Keith Reaser\ReasKe00,SFO,25,,15,0,0,0,0,0,5,2,0,0,0,0,,20,3,
407,Eric Rowe\RoweEr00,NWE,24,db/rcb,9,7,1,0,0,0,8,,,,,,,20,6,
408,Jabaal Sheard\SheaJa00,NWE,27,DE,15,8,0,0,0,0,4,,,,,,5.0,20,13,
409,Justin Simmons\SimmJu00,DEN,23,s/ss,13,3,2,83,0,45,4,,,,,,1.0,20,4,
410,Brandon Williams\WillBr07,ARI,24,rcb,13,3,0,0,0,0,3,,,,,,,20,3,
411,Sylvester Williams\WillSy00,DEN,28,NT,16,16,0,0,0,0,1,,,,,,1.0,20,9,
412,T.J. Carrie\CarrTr00,OAK,26,cb/rcb,16,3,1,14,0,14,4,1,0,1,0,0,,19,3,
413,Anthony Chickillo\ChicAn00,PIT,24,lolb,15,7,,,,,,2,0,0,0,0,2.5,19,5,
414,Adrian Clayborn\ClayAd00,ATL,28,de,13,7,0,0,0,0,1,0,0,1,5,1,5.0,19,3,
415,Bud Dupree\DuprAl00,PIT,23,de/lolb,7,4,0,0,0,0,1,1,0,0,0,0,4.5,19,5,
416,Kony Ealy\EalyKo00,CAR,25,de,16,6,1,7,0,7,3,2,0,0,0,0,5.0,19,13,
417,Craig Mager\MageCr00,SDG,24,cb/lcb/rcb,11,8,1,8,0,8,4,0,0,1,0,0,,19,11,
418,Robert McClain\McClRo98,2TM,28,,14,6,0,0,0,0,1,,,,,,0.5,19,15,
419,Michael Pierce\PierMi00,BAL,24,dt,16,1,0,0,0,0,1,,,,,,2.0,19,16,
420,Darryl Roberts\RobeDa00,NYJ,26,db/lb,12,2,0,0,0,0,6,0,1,0,0,0,,19,2,
421,Patrick Robinson\RobiPa99,IND,29,lcb,7,6,0,0,0,0,5,1,0,0,0,0,,19,7,
422,Robert Blanton\BlanRo00,BUF,27,s,10,2,,,,,,,,,,,,18,8,
423,Delvin Breaux\BreaDe00,NOR,27,cb,6,6,0,0,0,0,1,,,,,,,18,3,
424,Aaron Colvin\ColvAa00,JAX,25,cb/lb/lcb/t,10,4,,,,,,,,,,,1.0,18,4,
425,Vinny Curry\CurrVi00,PHI,28,,16,0,,,,,,,,,,,2.5,18,8,
426,Javon Hargrave\HargJa00,PIT,23,NT,15,13,,,,,,0,0,1,0,1,2.0,18,9,
427,Jaye Howard\HowaJa00,KAN,28,de,8,5,,,,,,,,,,,1.0,18,5,
428,Cam Johnson\JohnCa01,CLE,26,LB,12,9,0,0,0,0,1,2,0,0,0,0,3.0,18,11,
429,Kevin Johnson\JohnKe04,HOU,24,cb/rcb,6,3,0,0,0,0,3,0,0,1,53,0,,18,3,
430,Sen'Derrick Marks\MarkSe99,JAX,29,dt,16,1,0,0,0,0,1,0,0,1,0,0,3.5,18,4,
431,Dexter McCoil\McCoDe00,SDG,25,ss,16,2,1,0,0,0,5,,,,,,,18,4,
432,Corey Moore\MoorCo00,HOU,,fs/ss,16,8,0,0,0,0,3,,,,,,,18,5,
433,Dontari Poe\PoexDo00,KAN,26,NT,16,16,0,0,0,0,3,1,0,0,0,0,1.5,18,9,
434,Brian Robison\RobiBr98,MIN,33,DE/ldt,16,16,0,0,0,0,1,3,0,0,0,0,7.5,18,10,
435,Eugene Sims\SimsEu99,LAR,30,DE,16,8,0,0,0,0,1,0,0,1,0,0,2.5,18,7,
436,Ethan Westbrooks\WestEt00,LAR,26,de,16,2,0,0,0,0,1,0,0,1,77,1,2.0,18,6,
437,Kentrell Brice\BricKe00,GNB,22,ss,16,1,0,0,0,0,1,0,0,1,0,0,,17,3,
438,Donald Butler\ButlDo99,MIA,28,lb,14,5,,,,,,,,,,,,17,11,
439,Maliek Collins\CollMa00,DAL,21,de/DT,16,14,,,,,,1,0,1,0,0,5.0,17,6,
440,Cameron Heyward\HeywCa01,PIT,27,de,7,7,0,0,0,0,4,0,0,1,1,0,3.0,17,4,
441,Evander Hood\HoodEv99,WAS,29,de/NT,16,14,0,0,0,0,3,1,0,0,0,0,1.0,17,16,
442,Ricky Jean-Francois\JeanRi99,WAS,30,de,16,7,0,0,0,0,1,,,,,,1.5,17,15,
443,Chris Jones\JoneCh09,KAN,22,DE,16,11,0,0,0,0,4,,,,,,2.0,17,11,
444,DaQuan Jones\JoneDa04,TEN,25,DE/nt,16,16,,,,,,0,0,1,0,1,1.5,17,9,
445,Datone Jones\JoneDa03,GNB,26,de/lolb,15,4,0,0,0,0,2,,,,,,1.0,17,5,
446,Rey Maualuga\MauaRe99,CIN,29,lb/mlb,14,6,1,9,0,9,2,,,,,,,17,10,
447,Brandon Mebane\MebaBr99,SDG,31,NT,10,10,1,5,0,5,1,,,,,,1.0,17,4,
448,Terrance Mitchell\MitcTe00,KAN,24,cb/rcb,7,2,0,0,0,0,6,,,,,,,17,2,
449,Rob Ninkovich\NinkRo20,NWE,32,de/LB,12,11,0,0,0,0,2,2,0,0,0,0,4.0,17,15,
450,Domata Peko\PekoDo20,CIN,32,NT,16,16,0,0,0,0,3,0,0,1,0,0,,17,20,
451,Mike Purcell\PurcMi00,SFO,25,nt,15,5,,,,,,1,0,0,0,0,,17,9,
452,LeShaun Sims\SimsLe00,TEN,23,cb,13,2,1,0,0,0,3,0,0,2,0,0,,17,1,
453,Shamar Stephen\StepSh00,MIN,25,DT,16,16,0,0,0,0,1,0,0,1,0,0,,17,22,
454,Philip Wheeler\WheePh99,ATL,32,lb,16,4,,,,,,,,,,,,17,10,
455,Steve Williams\WillSt02,2TM,25,,6,2,0,0,0,0,2,,,,,,,17,1,
456,Sam Acho\AchoSa00,CHI,28,lb,16,6,0,0,0,0,1,1,0,0,0,0,1.0,16,9,
457,Kenneth Acker\AckeKe00,KAN,24,rcb,9,1,0,0,0,0,3,,,,,,,16,0,
458,Johnson Bademosi\BadeJo00,DET,26,cb,16,3,1,3,0,3,5,,,,,,,16,2,
459,Deon Bush\BushDe00,CHI,23,s,11,6,0,0,0,0,1,,,,,,,16,5,
460,Christian Covington\CoviCh00,HOU,23,de,16,5,0,0,0,0,1,,,,,,1.0,16,10,
461,Tyrone Crawford\CrawTy00,DAL,27,DE/dt,14,13,,,,,,0,0,2,0,0,4.5,16,13,
462,Myles Jack\JackMy00,JAX,21,lb/rcb/t,16,10,0,0,0,0,2,,,,,,0.5,16,6,
463,Timmy Jernigan\JernTi00,BAL,24,DT,16,15,1,0,0,0,3,0,1,1,1,0,5.0,16,15,
464,Chris Jones\JoneCh04,2TM,26,,13,6,,,,,,,,,,,,16,7,
465,A.J. Klein\KleiAJ00,CAR,25,lb/mlb,15,7,0,0,0,0,1,2,0,0,0,0,1.0,16,13,
466,DeAndre Levy\LevyDe99,DET,29,lb,5,3,0,0,0,0,1,,,,,,,16,5,
467,Bennie Logan\LogaBe00,PHI,27,DT,13,13,,,,,,2,0,1,0,0,2.5,16,8,
468,Shea McClellin\McClSh00,NWE,27,lb,14,4,,,,,,0,0,2,69,0,1.0,16,23,
469,Noah Spence\SpenNo00,TAM,22,de,16,3,0,0,0,0,2,3,0,0,0,0,5.5,16,6,
470,Jihad Ward\WardJi02,OAK,22,DE/dt,16,13,,,,,,0,0,1,0,0,,16,14,
471,Beau Allen\AlleBe00,PHI,25,dt,16,3,,,,,,0,0,1,10,0,0.5,15,14,
472,Jonathan Bullard\BullJo00,CHI,23,de,14,1,,,,,,,,,,,1.0,15,3,
473,Justin Ellis\ElliJu01,OAK,26,nt,16,4,,,,,,,,,,,,15,6,
474,Jelani Jenkins\JenkJe00,MIA,24,lb,9,7,0,0,0,0,1,,,,,,,15,14,
475,Arthur Jones\JoneAr22,IND,30,DT,8,8,,,,,,,,,,,,15,15,
476,Mike Jordan\JordMi00,LAR,24,rcb,5,2,0,0,0,0,2,0,0,1,0,0,,15,5,
477,Miles Killebrew\KillMi00,DET,23,,16,0,1,7,0,7,1,,,,,,,15,5,
478,Justin March-Lillard\MarcJu00,KAN,23,rilb,5,5,0,0,0,0,2,,,,,,,15,7,
479,Robert Mathis\MathRo20,IND,35,LB/rb,14,12,,,,,,3,0,2,14,1,5.0,15,5,
480,Benson Mayowa\MayoBe00,DAL,25,de,13,6,,,,,,1,0,1,0,0,6.0,15,10,
481,Carl Nassib\NassCa00,CLE,23,de,14,3,0,0,0,0,4,,,,,,2.5,15,5,
482,Julius Peppers\PeppJu99,GNB,36,lolb/rolb,16,11,0,0,0,0,3,2,0,1,0,0,7.5,15,8,
483,Sheldon Rankins\RankSh00,NOR,22,,9,0,,,,,,1,0,0,0,0,4.0,15,5,
484,Kendall Reyes\ReyeKe00,2TM,27,,11,0,0,0,0,0,1,,,,,,1.0,15,5,
485,Pat Sims\SimsPa99,CIN,31,,16,0,,,,,,,,,,,1.5,15,22,
486,Dan Skuta\SkutDa00,JAX,30,lb,13,2,0,0,0,0,1,,,,,,,15,3,
