Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
763,Kerry Wynn\WynnKe00,NYG,25,,14,0,,,,,,0,0,1,0,0,0.5,3,5,
764,Brennen Beyer\BeyeBr00,BAL,24,,1,0,,,,,,,,,,,,2,1,
765,Carl Bradford\BradCa01,2TM,24,,6,0,,,,,,,,,,,,2,1,
766,Crezdon Butler\ButlCr99,DET,29,,1,0,,,,,,,,,,,,2,0,
767,Tank Carder\CardTa00,CLE,27,,16,0,,,,,,,,,,,,2,0,
768,Don Carey\CareDo00,DET,29,,14,0,,,,,,1,0,0,0,0,,2,1,
769,Chimdi Chekwa\ChekCh00,MIA,28,,3,0,,,,,,,,,,,,2,0,
770,Kamalei Correa\CorrKa00,BAL,22,lb,9,1,0,0,0,0,1,1,0,0,0,0,,2,1,
771,Ryan Delaire\DelaRy00,CAR,24,,6,0,0,0,0,0,1,,,,,,1.0,2,3,
772,DeAndre Elliott\ElliDe01,SEA,24,,13,0,,,,,,,,,,,,2,0,
773,L.J. Fort\FortL.00,PIT,26,,14,0,,,,,,,,,,,,2,0,
774,Kedric Golston\GolsKe20,WAS,33,nt,2,2,,,,,,,,,,,,2,0,
775,Zaviar Gooden\GoodZa00,2TM,26,,8,0,,,,,,,,,,,,2,1,
776,Lamarr Houston\HousLa99,CHI,29,,2,0,,,,,,,,,,,,2,2,
777,Toby Johnson\JohnTo02,MIN,25,,2,0,,,,,,,,,,,,2,0,
778,Jayron Kearse\KearJa00,MIN,22,ss,16,1,,,,,,0,0,1,0,0,,2,1,
779,Darius Kilgo\KilgDa01,DEN,25,,9,0,,,,,,,,,,,,2,3,
780,Chris Landrum\LandCh00,SDG,24,,10,0,,,,,,,,,,,1.0,2,2,
781,Kareem Martin\MartKa00,ARI,24,,13,0,,,,,,1,0,0,0,0,,2,2,
782,Steven Means\MeanSt00,PHI,27,,8,0,,,,,,1,0,0,0,0,1.0,2,1,
783,Jonathan Meeks\MeekJo01,BUF,27,,16,0,0,0,0,0,1,0,0,1,0,0,,2,3,
784,Sharrod Neasman\NeasSh00,ATL,25,,3,0,,,,,,,,,,,,2,1,
785,Mark Nzeocha\NzeoMa00,DAL,26,,5,0,,,,,,,,,,,,2,0,
786,Nate Orchard\OrchNa00,CLE,23,lb,3,1,,,,,,,,,,,,2,2,
787,Nate Palmer\PalmNa01,TEN,27,,14,0,,,,,,,,,,,,2,0,
788,Kyle Peko\PekoKy00,DEN,23,,1,0,,,,,,,,,,,,2,0,
789,Christian Ringo\RingCh00,GNB,24,,7,0,,,,,,1,0,0,0,0,,2,0,
790,Marcus Roberson\RobeMa00,BUF,24,,7,0,0,0,0,0,1,,,,,,,2,0,
791,Terrance Smith\SmitTe04,KAN,23,lilb/rilb,9,2,,,,,,,,,,,,2,0,
792,Devon Still\StilDe00,HOU,27,,3,0,,,,,,,,,,,,2,1,
793,Vinnie Sunseri\SunsVi00,SFO,23,,6,0,,,,,,,,,,,,2,0,
794,Kyle Wilber\WilbKy00,DAL,27,lb,15,1,,,,,,1,0,2,0,0,,2,1,
795,Jarrod Wilson\WilsJa00,JAX,22,,16,0,,,,,,,,,,,,2,0,
796,Antwaun Woods\WoodAn02,TEN,23,,1,0,,,,,,,,,,,,2,1,
797,Mehdi Abdesmad\AbdeMe00,TEN,25,,2,0,,,,,,,,,,,,1,0,
798,Jonathan Anderson\AndeJo01,CHI,25,,8,0,,,,,,,,,,,,1,1,
799,Marcus Ball\BallMa00,2TM,29,,6,0,,,,,,,,,,,,1,0,
800,T.J. Barnes\BarnT.00,KAN,26,,5,0,,,,,,,,,,,,1,0,
801,Bryan Braman\BramBr00,PHI,29,,16,0,,,,,,,,,,,,1,0,
802,C.B. Bryant\BryaC.00,ARI,24,,3,0,,,,,,,,,,,,1,0,
803,Chris Carter\CartCh00,2TM,27,,14,0,,,,,,,,,,,,1,0,
804,Audie Cole\ColeAu00,MIN,27,,16,0,,,,,,0,0,1,0,0,,1,4,
805,Deandre Coleman\ColeDe01,BUF,25,,5,0,,,,,,,,,,,,1,2,
806,Ryan Davis\DaviRy00,DAL,27,,9,0,,,,,,0,0,1,0,0,,1,3,
807,Will Davis\DaviWi02,BAL,26,,3,0,1,0,0,0,1,,,,,,,1,3,
808,K.J. Dillon\DillK.00,HOU,23,,5,0,,,,,,,,,,,,1,1,
809,Brian Dixon\DixoBr01,NOR,26,,5,0,,,,,,,,,,,,1,0,
810,Makinton Dorleant\DorlMa00,GNB,24,,4,0,,,,,,,,,,,,1,0,
811,Mario Edwards\EdwaMa01,OAK,22,,2,0,,,,,,,,,,,,1,1,
812,Matt Elam\ElamMa00,BAL,25,,9,0,,,,,,,,,,,,1,0,
813,Kavon Frazier\FrazKa00,DAL,22,,9,0,,,,,,,,,,,,1,1,
814,Justin Gilbert\GilbJu00,PIT,25,,12,0,,,,,,,,,,,,1,0,
815,Malliciah Goodman\GoodMa01,2TM,26,,3,0,,,,,,,,,,,,1,0,
816,B.J. Goodson\GoodB.00,NYG,23,,15,0,,,,,,1,0,0,0,0,,1,1,
817,Kamu Grugier-Hill\GrugKa00,PHI,22,,12,0,,,,,,,,,,,,1,0,
818,Woodrow Hamilton\HamiWo00,NWE,24,dt,2,1,,,,,,,,,,,,1,2,
819,Dwayne Harris*\HarrDw00,NYG,29,wr,16,1,,,,,,0,3,1,0,0,,1,0,
820,Taylor Hart\HartTa00,SFO,25,,1,0,,,,,,,,,,,,1,1,
821,Tyrone Holmes\HolmTy01,CLE,23,,11,0,,,,,,,,,,,1.0,1,4,
822,Jordan Howard*\HowaJo00,CHI,22,RB,15,13,,,,,,0,2,4,0,0,,1,0,
823,Branden Jackson\JackBr04,OAK,24,,3,0,,,,,,,,,,,,1,0,
824,Tony Jerod-Eddie\JeroTo00,SFO,26,,9,0,,,,,,,,,,,,1,2,
825,Andre Johnson\JohnAn02,TEN,35,wr,8,3,,,,,,,,,,,,1,0,
826,Colin Jones\JoneCo01,CAR,29,fs,14,1,,,,,,,,,,,,1,1,
827,Howard Jones\JoneHo01,TAM,26,,8,0,,,,,,0,0,1,0,0,,1,0,
828,Taiwan Jones\JoneTa01,NYJ,23,,3,0,,,,,,,,,,,,1,0,
829,Shiloh Keo\KeoxSh00,2TM,29,,10,0,,,,,,0,0,3,0,0,,1,0,
830,Brandon King\KingBr02,NWE,23,,16,0,,,,,,,,,,,,1,0,
831,Deon King\KingDe00,2TM,23,,6,0,,,,,,,,,,,,1,0,
832,Kendrick Lewis\LewiKe00,BAL,28,,6,0,,,,,,1,0,0,0,0,,1,0,
833,Zach Line\LineZa01,MIN,26,fb/te,15,4,,,,,,,,,,,,1,0,
834,Curt Maggitt\MaggCu01,IND,23,,9,0,,,,,,,,,,,,1,3,
835,Gabe Martin\MartGa00,ARI,24,,8,0,,,,,,0,0,1,-1,0,,1,1,
836,Johnny Maxey\MaxeJo00,PIT,23,,2,0,,,,,,,,,,,,1,0,
837,Taurean Nixon\NixoTa00,DEN,25,,2,0,,,,,,,,,,,,1,0,
838,Jordan Norwood\NorwJo00,DEN,30,wr,14,6,,,,,,0,5,1,0,0,,1,0,
839,Owamagbe Odighizuwa\OdigOw00,NYG,24,,14,0,0,0,0,0,1,,,,,,,1,0,
840,Patrick Onwuasor\OnwuPa00,BAL,24,lb,11,1,,,,,,1,0,0,0,0,,1,9,
841,Leon Orr\OrrxLe00,MIA,24,,5,0,,,,,,,,,,,,1,0,
842,Brian Peters\PeteBr00,HOU,28,,12,0,,,,,,,,,,,,1,0,
843,Bobby Rainey\RainBo00,NYG,29,,15,0,,,,,,0,1,0,0,0,,1,0,
844,Kalan Reed\ReedKa00,TEN,23,,4,0,,,,,,,,,,,,1,0,
845,Al-Hajj Shabazz\ShabAl00,2TM,24,,7,0,,,,,,,,,,,,1,0,
846,Garrison Smith\SmitGa01,SEA,25,,3,0,,,,,,,,,,,,1,4,
847,C.J. Spiller\SpilC.00,2TM,29,,6,0,,,,,,1,1,1,0,0,,1,0,
848,Darren Sproles*\SproDa00,PHI,33,rb,15,5,,,,,,0,1,3,0,0,,1,0,
849,Robenson Therezie\TherRo00,ATL,24,,12,0,,,,,,,,,,,,1,0,
850,Lawrence Thomas\ThomLa04,NYJ,23,,3,1,,,,,,,,,,,,1,1,
851,Lynden Trail\TraiLy00,WAS,25,,2,0,0,0,0,0,1,,,,,,,1,1,
852,Jordan Tripp\TripJo00,2TM,25,,9,1,,,,,,,,,,,,1,0,
853,Channing Ward\WardCh00,TAM,24,dt,4,1,,,,,,,,,,,,1,4,
854,J.J. Watt\WattJ.00,HOU,27,de,3,3,,,,,,0,0,1,0,0,1.5,1,7,
855,Larry Webster\WebsLa00,CAR,26,,1,0,,,,,,,,,,,,1,0,
856,DeShawn Williams\WillDe04,CIN,24,,4,0,,,,,,,,,,,0.5,1,1,
857,Frankie Williams\WillFr05,IND,23,,3,0,,,,,,,,,,,,1,0,
858,Mike Adams\AdamMi02,CHI,26,rt,11,1,,,,,,0,0,1,0,0,,,,
859,Nelson Agholor\AghoNe00,PHI,23,WR,15,14,,,,,,0,1,1,0,0,,,,
860,Kamar Aiken\AikeKa00,BAL,27,wr,16,6,,,,,,0,0,2,-2,0,,,,
861,Jay Ajayi*\AjayJa00,MIA,23,RB,15,12,,,,,,0,4,2,0,0,,,,
862,Dominique Alexander\AlexDo01,CLE,21,,14,0,,,,,,0,0,1,2,0,,,,
863,Antonio Allen\AlleAn02,NYJ,28,,12,0,,,,,,,,,,,,0,1,
864,Danny Amendola\AmenDa00,NWE,31,wr,12,4,,,,,,0,3,2,0,0,,,,
865,Tavon Austin\AustTa00,LAR,25,WR,15,15,,,,,,0,5,2,0,0,,,,
866,Matt Barkley\BarkMa00,CHI,26,qb,7,6,,,,,,0,4,1,-7,0,,,,
867,Houston Bates\BateHo00,WAS,25,,14,0,,,,,,,,,,,,0,1,
868,Zane Beadles\BeadZa20,SFO,30,c/LG/lt,16,16,,,,,,0,0,1,0,0,,,,
869,Odell Beckham*\BeckOd00,NYG,24,WR,16,16,0,0,0,0,1,0,3,1,0,0,,,,
870,Le'Veon Bell*\BellLe00,PIT,24,RB,12,12,,,,,,0,4,2,4,0,,,,
871,Josh Bellamy\BellJo02,CHI,27,wr,16,2,,,,,,1,0,0,0,0,,,,
872,Giovani Bernard\BernGi00,CIN,25,rb,10,2,,,,,,0,1,1,0,0,,,,
873,Kapri Bibbs\BibbKa00,DEN,23,,12,0,,,,,,0,0,1,0,0,,,,
874,Brandon Bolden\BoldBr00,NWE,26,,14,0,,,,,,1,0,1,0,0,,,,
875,Devontae Booker\BookDe00,DEN,23,rb,16,6,,,,,,0,4,2,0,0,,,,
876,Alex Boone\BoonAl21,MIN,29,LG,14,14,,,,,,0,0,1,0,0,,,,
877,Trevone Boykin\BoykTr00,SEA,23,,6,0,,,,,,0,1,1,0,0,,,,
878,Sam Bradford\BradSa00,MIN,29,QB,15,15,,,,,,0,10,3,-6,0,,,,
879,Tom Brady*\BradTo00,NWE,39,QB,12,12,,,,,,0,5,4,-1,0,,,,
880,Drew Brees*\BreeDr00,NOR,37,QB,16,16,,,,,,0,5,1,0,0,,,,
881,Jacoby Brissett\BrisJa00,NWE,23,qb,3,2,,,,,,0,3,1,0,0,,,,
882,Terrence Brooks\BrooTe00,PHI,25,,11,0,1,6,0,6,1,2,0,0,0,0,,,,
883,Malcolm Brown\BrowMa03,LAR,,,16,0,,,,,,0,1,1,0,0,,,,
884,Trenton Brown\BrowTr02,SFO,23,RT,16,16,,,,,,0,0,1,0,0,,,,
885,Rex Burkhead\BurkRe00,CIN,26,rb,16,1,,,,,,1,1,0,0,0,,,,
886,Trey Burton\BurtTr01,PHI,25,te,15,4,,,,,,1,0,1,0,0,,,,
887,Jermon Bushrod\BushJe20,MIA,32,RG,16,16,,,,,,0,0,1,0,0,,,,
888,James Carpenter\CarpJa00,NYJ,27,LG,16,16,,,,,,0,0,1,0,0,,,,
889,Matt Cassel\CassMa00,TEN,34,qb,4,1,,,,,,0,1,1,0,0,,,,
890,Brent Celek\CeleBr00,PHI,31,te/wr,16,8,,,,,,0,1,1,0,0,,,,
891,Garrett Celek\CeleGa00,SFO,28,te,16,6,,,,,,1,2,0,0,0,,,,
892,Chris Clark\ClarCh21,HOU,31,lt/RT,16,14,,,,,,0,0,1,0,0,,,,
893,Randall Cobb\CobbRa00,GNB,26,WR,13,10,,,,,,1,1,2,0,0,,,,
894,Alex Collins\CollAl00,SEA,22,,11,0,,,,,,0,2,1,0,0,,,,
895,Jared Cook\CookJa02,GNB,29,tb/te,10,5,,,,,,0,1,1,0,0,,,,
896,Kirk Cousins*\CousKi00,WAS,28,QB,16,16,,,,,,0,9,5,-4,0,,,,
897,Michael Crabtree\CrabMi00,OAK,29,WR,16,16,,,,,,0,2,1,11,0,,,,
898,Isaiah Crowell\CrowIs00,CLE,23,RB,16,16,,,,,,0,2,1,0,0,,,,
899,Benny Cunningham\CunnBe01,LAR,26,,11,0,,,,,,0,1,2,0,0,,,,
900,Jay Cutler\CutlJa00,CHI,33,qb,5,5,,,,,,0,6,2,0,0,,,,
901,Andy Dalton*\DaltAn00,CIN,29,QB,16,16,,,,,,0,9,2,-17,0,,,,
902,Orleans Darkwa\DarkOr00,NYG,24,rb,10,2,,,,,,0,0,1,0,0,,,,
903,Matt Darr\DarrMa00,MIA,24,P,16,0,,,,,,0,2,1,-6,0,,,,
904,Chris Davis\DaviCh05,SFO,26,c,4,1,,,,,,0,1,0,0,0,0.5,0,2,
905,Kellen Davis\DaviKe01,NYJ,31,te,8,7,,,,,,1,0,1,0,0,,,,
906,David DeCastro*\DeCaDa00,PIT,26,RG,16,16,,,,,,0,0,1,0,0,,,,
907,Kenneth Dixon\DixoKe00,BAL,22,,12,0,,,,,,0,1,1,0,0,,,,
908,Phillip Dorsett\DorsPh00,IND,23,wr,15,7,,,,,,0,1,1,-4,0,,,,
909,Harry Douglas\DougHa00,TEN,32,wr,11,2,,,,,,0,0,1,0,0,,,,
910,Shaun Draughn\DrauSh00,SFO,29,rb,16,1,,,,,,0,1,1,0,0,,,,
911,Lance Dunbar\DunbLa00,DAL,26,,13,0,,,,,,0,1,1,0,0,,,,
912,Nate Ebner\EbneNa00,NWE,28,,16,0,,,,,,1,0,1,0,0,,,,
913,Ezekiel Elliott*+\ElliEz00,DAL,21,RB,15,15,,,,,,0,5,3,-7,0,,,,
914,Alex Erickson\EricAl01,CIN,24,,16,0,,,,,,0,3,3,0,0,,,,
915,Cameron Erving\ErviCa00,CLE,24,C/rt,13,13,,,,,,0,1,1,-15,0,,,,
916,Anthony Fasano\FasaAn00,TEN,32,TE,16,9,,,,,,0,0,1,0,0,,,,
917,Ryan Fitzpatrick\FitzRy00,NYJ,34,QB,14,11,,,,,,0,9,4,-6,0,,,,
918,Joe Flacco\FlacJo00,BAL,31,QB,16,16,,,,,,0,5,1,-2,0,,,,
919,Coby Fleener\FleeCo00,NOR,28,TE,16,8,,,,,,0,2,1,0,0,,,,
920,Marquis Flowers\FlowMa00,CIN,24,,16,0,,,,,,0,0,1,0,0,,,,
921,Doug Free\FreeDo20,DAL,32,RT,16,16,,,,,,0,0,2,0,0,,,,
922,Devonta Freeman*\FreeDe00,ATL,24,RB,16,16,,,,,,0,1,1,0,0,,,,
923,Nolan Frese\FresNo00,SEA,24,,16,0,,,,,,1,1,0,-14,0,,,,
924,Pierre Garcon\GarcPi00,WAS,30,WR,16,16,,,,,,0,0,1,7,0,,,,
925,Joshua Garnett\GarnJo00,SFO,22,RG,15,11,,,,,,0,0,3,0,0,,,,
926,Breno Giacomini\GiacBr20,NYJ,31,rt,5,5,,,,,,0,0,1,0,0,,,,
927,Mike Gillislee\GillMi00,BUF,26,rb,15,1,,,,,,0,1,1,0,0,,,,
928,Ted Ginn\GinnTe00,CAR,31,WR,16,8,,,,,,0,3,1,0,0,,,,
929,Mark Glowinski\GlowMa00,SEA,24,LG,16,16,,,,,,0,0,2,0,0,,,,
930,Jared Goff\GoffJa00,LAR,22,qb,8,7,,,,,,0,5,1,0,0,,,,
931,Brittan Golden\GoldBr00,ARI,28,wr,12,1,,,,,,0,1,1,0,0,,,,
932,Jakeem Grant\GranJa00,MIA,24,,16,0,,,,,,0,4,3,0,0,,,,
933,MarQueis Gray\GrayMa00,MIA,27,te,16,7,,,,,,0,0,1,0,0,,,,
934,Rashad Greene\GreeRa00,JAX,24,,8,0,,,,,,0,4,2,0,0,,,,
935,Robert Griffin\GrifRo01,CLE,26,qb,5,5,,,,,,0,4,1,-18,0,,,,
936,Jonathan Grimes\GrimJo01,HOU,27,,10,0,,,,,,1,0,0,0,0,,,,
937,Geneo Grissom\GrisGe00,NWE,24,,11,0,,,,,,,,,,,,0,1,
938,Todd Gurley\GurlTo01,LAR,22,RB,16,16,,,,,,0,2,1,0,0,,,,
939,Bryce Hager\HageBr00,LAR,24,,16,0,0,0,0,0,1,,,,,,,,,
940,Chris Hairston\HairCh00,SDG,27,lt/rt,15,5,,,,,,0,0,1,0,0,,,,
941,Demetrius Harris\HarrDe03,KAN,25,TE,16,11,,,,,,0,1,1,27,1,,,,
942,Steven Hauschka\HausSt00,SEA,31,K,16,0,,,,,,1,0,0,0,0,,,,
943,Josh Hawkins\HawkJo00,GNB,23,,11,0,0,0,0,0,1,,,,,,,,,
944,Mark Herzlich\HerzMa00,NYG,29,,14,0,,,,,,0,0,1,0,0,,,,
945,Devin Hester\HestDe99,2TM,34,,12,0,,,,,,0,5,3,0,0,,,,
946,Darrius Heyward-Bey\HeywDa00,PIT,29,,10,0,,,,,,1,0,0,0,0,,,,
947,Tyreek Hill*+\HillTy00,KAN,22,wr,16,1,,,,,,0,4,2,0,0,,,,
948,Andre Holmes\HolmAn00,OAK,28,wr,16,2,,,,,,0,0,1,0,0,,,,
949,Brian Hoyer\HoyeBr00,CHI,31,qb,6,5,,,,,,0,3,2,-5,0,,,,
950,Marqueston Huff\HuffMa00,BAL,24,,11,0,,,,,,0,0,1,0,0,,,,
951,Adam Humphries\HumpAd00,TAM,23,wr,15,4,,,,,,0,3,2,0,0,,,,
952,Brett Hundley\HundBr00,GNB,23,,4,0,,,,,,0,1,1,-1,0,,,,
953,Akeem Hunt\HuntAk01,HOU,23,,8,0,,,,,,0,2,1,0,0,,,,
954,Allen Hurns\HurnAl01,JAX,25,WR,11,11,,,,,,0,1,1,0,0,,,,
955,Carlos Hyde\HydeCa00,SFO,26,RB,13,13,,,,,,0,5,2,0,0,,,,
956,Ben Ijalana\IjalBe00,NYJ,27,LT/rt,16,13,,,,,,0,0,1,0,0,,,,
957,Dontrelle Inman\InmaDo00,SDG,27,WR,16,16,0,0,0,0,1,,,,,,,,,
958,Mike Iupati\IupaMi20,ARI,29,LG,15,15,,,,,,0,0,1,0,0,,,,
959,Chris Ivory\IvorCh00,JAX,28,rb,11,1,,,,,,0,5,3,0,0,,,,
960,Ja'Wuan James\JameJa01,MIA,24,RT,16,16,,,,,,0,0,1,0,0,,,,
961,Quinton Jefferson\JeffQu00,SEA,23,,3,0,,,,,,,,,,,,0,1,
962,Rashad Jennings\JennRa00,NYG,31,RB,13,12,,,,,,0,1,1,4,0,,,,
963,John Jerry\JerrJo20,NYG,30,RG,16,16,,,,,,0,0,1,0,0,,,,
964,Charles Johnson\JohnCh08,MIN,27,wr,16,7,,,,,,0,0,1,2,0,,,,
965,David Johnson*+\JohnDa08,ARI,25,RB,16,16,,,,,,0,5,1,0,0,,,,
966,Jeron Johnson\JohnJe02,SEA,28,,4,0,,,,,,,,,,,,0,3,
967,Steven Johnson\JohnSt02,PIT,28,,6,0,,,,,,1,0,0,0,0,,,,
968,Donnie Jones\JoneDo21,PHI,36,P,16,0,,,,,,0,1,1,-14,0,,,,
969,Landry Jones\JoneLa02,PIT,27,qb,8,2,,,,,,0,0,2,0,0,,,,
970,Matt Jones\JoneMa04,WAS,23,rb,7,7,,,,,,0,3,2,0,0,,,,
971,Taiwan Jones\JoneTa00,OAK,28,,13,0,,,,,,0,0,1,0,0,,,,
972,Colin Kaepernick\KaepCo00,SFO,29,QB,12,11,,,,,,0,9,3,-4,0,,,,
973,Case Keenum\KeenCa00,LAR,28,QB,10,9,,,,,,0,5,3,0,0,,,,
974,Jason Kelce*\KelcJa00,PHI,29,C,16,16,,,,,,0,1,1,0,0,,,,
975,Cody Kessler\KessCo00,CLE,23,QB,9,8,,,,,,0,4,2,-12,0,,,,
976,Marquette King\KingMa00,OAK,28,P,16,0,,,,,,0,1,2,-3,0,,,,
977,Ben Koyack\KoyaBe00,JAX,23,te,14,7,,,,,,0,0,1,0,0,,,,
978,Anthony Lanier\LaniAn00,WAS,23,,4,0,,,,,,0,0,1,0,0,,,,
979,Ronald Leary\LearRo00,DAL,28,LG,13,12,,,,,,0,0,1,0,0,,,,
980,Dion Lewis\LewiDi00,NWE,26,rb,7,5,,,,,,0,1,1,0,0,,,,
981,Roger Lewis\LewiRo03,NYG,23,wr,13,1,,,,,,1,0,0,0,0,,,,
982,Tommylee Lewis\LewiTo00,NOR,24,wr,12,1,,,,,,0,2,1,0,0,,,,
983,Brandon Linder\LindBr00,JAX,24,C,14,14,,,,,,1,0,0,0,0,,,,
984,Ricardo Louis\LouiRi00,CLE,22,fb/wr,16,3,,,,,,1,1,2,1,0,,,,
985,Andrew Luck\LuckAn00,IND,27,QB,15,15,,,,,,0,6,3,-11,0,,,,
986,Cameron Lynch\LyncCa00,TAM,23,,12,0,,,,,,,,,,,,0,1,
987,Paxton Lynch\LyncPa00,DEN,22,qb,3,2,,,,,,0,2,1,0,0,,,,
988,EJ Manuel\ManuEJ00,BUF,26,qb,7,1,,,,,,0,2,1,0,0,,,,
989,Marcus Mariota\MariMa01,TEN,23,QB,15,15,,,,,,0,9,2,-22,0,,,,
990,Brandon Marshall\MarsBr00,NYJ,32,WR,15,15,,,,,,1,0,1,0,0,,,,
991,Jalin Marshall\MarsJa01,NYJ,21,wr,10,1,,,,,,0,4,2,0,0,,,,
992,Nick Marshall\MarsNi00,NYJ,24,,8,0,,,,,,0,0,1,14,0,,,,
993,Doug Martin\MartDo00,TAM,27,RB,8,8,,,,,,0,1,1,-2,0,,,,
994,Josh Martin\MartJo02,NYJ,25,,15,0,,,,,,,,,,,0.5,0,1,
995,Ronald Martin\MartRo02,NYJ,23,,3,0,,,,,,,,,,,,0,2,
996,Zack Martin*+\MartZa00,DAL,26,RG,16,16,,,,,,0,0,1,0,0,,,,
997,Pat McAfee*\McAfPa44,IND,29,P,16,0,,,,,,0,0,1,0,0,,,,
998,Josh McCown\McCoJo01,CLE,37,qb,5,3,,,,,,0,7,2,-7,0,,,,
999,LeSean McCoy*\McCoLe01,BUF,28,RB,15,15,,,,,,0,3,1,-5,0,,,,
1000,Dewey McDonald\McDoDe01,SEA,26,,14,0,0,0,0,0,1,,,,,,,,,
1001,Sean McGrath\McGrSe00,SDG,29,te,16,5,,,,,,1,0,1,0,0,,,,
1002,Cameron Meredith\MereCa00,CHI,24,WR,14,10,,,,,,0,3,1,0,0,,,,
1003,Christine Michael\MichCh00,2TM,26,,15,7,,,,,,0,2,1,0,0,,,,
1004,John Miller\MillJo04,BUF,23,RG,16,16,,,,,,0,0,1,0,0,,,,
1005,Lamar Miller\MillLa01,HOU,25,RB,14,14,,,,,,0,2,2,0,0,,,,
1006,Jordan Mills\MillJo02,BUF,26,RT,16,16,,,,,,0,0,1,0,0,,,,
1007,Ifeanyi Momah\MomaIf00,ARI,27,te,5,1,,,,,,1,0,1,0,0,,,,
1008,Chris Moore\MoorCh00,BAL,23,,15,0,,,,,,0,1,2,0,1,,,,
1009,Matt Moore\MoorMa01,MIA,32,qb,5,3,,,,,,0,1,1,0,0,,,,
1010,Dezman Moses\MoseDe00,KAN,27,,3,0,,,,,,,,,,,,0,1,
1011,DeMarco Murray*\MurrDe00,TEN,28,RB,16,16,,,,,,0,3,1,0,0,,,,
1012,Cam Newton\NewtCa00,CAR,27,QB,15,14,,,,,,0,3,1,0,0,,,,
1013,Dadi Nicolas\NicoDa00,KAN,24,,9,0,0,0,0,0,1,,,,,,,,,
1014,Robert Nkemdiche\NkemRo00,ARI,22,,6,0,0,0,0,0,1,,,,,,,0,1,
1015,Ty Nsekhe\NsekTy00,WAS,31,lt,16,4,,,,,,1,0,0,0,0,,,,
1016,James O'Shaughnessy\O'ShJa00,KAN,24,te,16,3,,,,,,0,0,1,0,0,,,,
1017,Victor Ochi\OchiVi00,NYJ,23,lb,2,1,,,,,,,,,,,,0,1,
1018,Cedric Ogbuehi\OgbuCe00,CIN,24,lt/RT/t,14,12,,,,,,0,0,1,0,0,,,,
1019,Russell Okung\OkunRu20,DEN,29,LT,16,16,,,,,,0,0,1,0,0,,,,
1020,Brock Osweiler\OsweBr00,HOU,26,QB,15,14,,,,,,0,5,2,-5,0,,,,
1021,Carson Palmer\PalmCa00,ARI,37,QB,15,15,,,,,,0,14,6,-21,0,,,,
1022,Matt Paradis\ParaMa00,DEN,27,C,16,16,,,,,,0,0,1,0,0,,,,
1023,Jermey Parnell\ParnJe00,JAX,30,RT,16,16,,,,,,0,0,1,0,0,,,,
1024,Austin Pasztor\PaszAu00,CLE,26,rg/RT,16,16,,,,,,0,0,1,0,0,,,,
1025,Charone Peake\PeakCh00,NYJ,24,te,15,1,,,,,,0,0,1,42,1,,,,
1026,Paul Perkins\PerkPa00,NYG,22,rb,14,1,,,,,,0,1,1,0,0,,,,
1027,Bryce Petty\PettBr01,NYJ,25,qb,6,4,,,,,,0,1,1,0,0,,,,
1028,Walt Powell\PoweWa00,BUF,25,fb/wr,9,2,,,,,,1,0,0,0,0,,,,
1029,Dak Prescott*\PresDa01,DAL,23,QB,16,16,,,,,,0,9,3,-3,0,,,,
1030,Terrelle Pryor\PryoTe00,CLE,27,WR,16,15,,,,,,0,1,1,0,0,,,,
1031,Ryan Quigley\QuigRy00,ARI,26,p,6,0,,,,,,1,0,0,0,0,,,,
1032,Kalif Raymond\RaymKa00,DEN,22,,4,0,,,,,,0,2,1,0,0,,,,
1033,Jalen Richard\RichJa01,OAK,23,,16,0,,,,,,0,0,1,-2,0,,,,
1034,Jordan Richards\RichJo00,NWE,23,,11,0,,,,,,0,0,1,0,0,,,,
1035,Aaron Ripkowski\RipkAa00,GNB,24,FB,16,8,,,,,,0,0,1,0,0,,,,
1036,Philip Rivers*\RivePh00,SDG,35,QB,16,16,,,,,,0,9,3,-10,0,,,,
1037,Allen Robinson\RobiAl02,JAX,23,WR,16,16,,,,,,0,1,1,0,0,,,,
1038,Denard Robinson\RobiDe00,JAX,26,rb,13,1,,,,,,0,0,1,0,0,,,,
1039,Greg Robinson\RobiGr01,LAR,24,LT,14,14,,,,,,0,0,1,0,0,,,,
1040,Aaron Rodgers*\RodgAa00,GNB,33,QB,16,16,,,,,,0,8,1,-3,0,,,,
1041,Ben Roethlisberger*\RoetBe00,PIT,34,QB,14,14,,,,,,0,8,4,-1,0,,,,
1042,Eli Rogers\RogeEl00,PIT,,te/wr,13,8,,,,,,1,1,0,0,0,,,,
1043,Jeremy Ross\RossJe01,2TM,28,,6,1,,,,,,0,0,1,0,0,,,,
1044,Eddie Royal\RoyaEd00,CHI,30,wr,9,1,,,,,,0,2,1,0,0,,,,
1045,KeiVarae Russell\RussKe00,CIN,23,,5,0,1,0,0,0,1,,,,,,,,,
1046,Jon Ryan\RyanJo21,SEA,35,P,16,0,,,,,,0,3,2,0,0,,,,
1047,Matt Ryan*+\RyanMa00,ATL,31,QB,16,16,,,,,,0,4,2,-3,0,,,,
1048,Emmanuel Sanders*\SandEm00,DEN,29,WR,16,16,,,,,,0,1,1,0,0,,,,
